iter	Logloss
396	0.3307959848
397	0.3307534179
398	0.3307085186
399	0.3307000143
400	0.3306842373
401	0.330666072
402	0.3306394785
403	0.330623939
404	0.3306108069
405	0.3305843794
406	0.3305591531
407	0.3305210593
408	0.3305025494
409	0.3304698187
410	0.3304397196
411	0.3304154186
412	0.3303948439
413	0.3303922959
414	0.3303562776
415	0.3303391299
416	0.3303170095
417	0.3302971449
418	0.3302664295
419	0.3302555176
420	0.3302065982
421	0.3301842354
422	0.3301617689
423	0.3301396665
424	0.3301263032
425	0.3301194875
426	0.3301091383
427	0.3300976184
428	0.3300774653
429	0.3300443397
430	0.3300212475
431	0.3299732597
432	0.3299613437
433	0.3299215509
434	0.3299040064
435	0.3298953552
436	0.3298742069
437	0.3298376551
438	0.329814938
439	0.3298034616
440	0.3297856369
441	0.3297567422
442	0.3297053598
443	0.3296869788
444	0.3296700796
445	0.3296146943
446	0.3295916034
447	0.3295739393
448	0.329570589
449	0.3295192512
450	0.3295083975
451	0.3294498108
452	0.3294181309
453	0.3293935407
454	0.3293566016
455	0.3293525759
456	0.3293353692
457	0.32931737
458	0.3292950265
459	0.3292824256
460	0.3292461986
461	0.3292178999
462	0.3291922348
463	0.3291646728
464	0.3291312784
465	0.3291020202
466	0.329089735
467	0.329054496
468	0.3290285217
469	0.3290000149
470	0.3289640445
471	0.328950658
472	0.3289198889
473	0.3289175706
474	0.3288911705
475	0.3288654998
476	0.3288366994
477	0.3288160149
478	0.3287781951
479	0.328743614
480	0.3287175607
481	0.3286680427
482	0.3286264457
483	0.3286175884
484	0.3285655293
485	0.3285496686
486	0.3285152675
487	0.3284744235
488	0.3284510578
489	0.3284416497
490	0.3284150487
491	0.3283798817
492	0.3283622604
493	0.3283338662
494	0.32832756
495	0.3283118444
496	0.3283008762
497	0.3282795052
498	0.3282630537
499	0.328253446
500	0.3282107717
501	0.3281999165
502	0.3281644058
503	0.328125069
504	0.3281153737
505	0.3280995261
506	0.3280731668
507	0.3280522929
508	0.3280253339
509	0.3280010108
510	0.3279837972
511	0.327962332
512	0.3279462315
513	0.3279160504
514	0.3279127952
515	0.3278868452
516	0.3278760422
517	0.3278413482
518	0.327820589
519	0.3278027628
520	0.3277918662
521	0.3277451157
522	0.3277342756
523	0.3277213265
524	0.3277103059
525	0.327693334
526	0.3276810218
527	0.3276563862
528	0.3276415781
529	0.3276199228
530	0.3275814133
531	0.3275569114
532	0.3275474666
533	0.3274913881
534	0.3274530882
535	0.3274288649
536	0.3274091935
537	0.327393381
538	0.3273609455
539	0.3273550549
540	0.3273515932
541	0.3273440508
542	0.3273294073
543	0.3273091304
544	0.3272804558
545	0.3272670955
546	0.3272510713
547	0.3272250307
548	0.3272020739
549	0.3271707113
550	0.3271500023
551	0.3271244821
552	0.3271136293
553	0.3271056863
554	0.3270906772
555	0.3270812898
556	0.3270677396
557	0.3270382532
558	0.3270104598
559	0.3269972414
560	0.3269838106
561	0.3269710855
562	0.3269601555
563	0.3269176595
564	0.3269077688
565	0.3268940099
566	0.326865174
567	0.3268365303
568	0.3267944343
569	0.32677858
570	0.3267606811
571	0.3267495482
572	0.3267273219
573	0.3267160108
574	0.3266815161
575	0.3266078795
576	0.3265637431
577	0.3265540756
578	0.3265441087
579	0.3265145086
580	0.3264897021
581	0.3264851011
582	0.3264794522
583	0.3264630603
584	0.3264333918
585	0.32639596
586	0.3263840684
587	0.3263452345
588	0.3263321848
589	0.3263111407
590	0.3262866467
591	0.3262772506
592	0.3262610456
593	0.3262491258
594	0.3262257789
595	0.3262043866
596	0.3261767265
597	0.3261559647
598	0.3261399761
599	0.3261354673
600	0.3261198231
601	0.3261017794
602	0.3260834777
603	0.326062529
604	0.3260447307
605	0.3260108031
606	0.3259653502
607	0.3259314535
608	0.3259169305
609	0.3259022812
610	0.3258899367
611	0.3258451226
612	0.3258251984
613	0.3257776328
614	0.3257492074
615	0.325745724
616	0.3257039737
617	0.3256732827
618	0.3256429632
619	0.3256398157
620	0.3256101898
621	0.3255905666
622	0.3255624835
623	0.3255345857
624	0.3255291548
625	0.3255065066
626	0.3254957515
627	0.325479265
628	0.3254728697
629	0.3254402653
630	0.3254277404
631	0.3253824648
632	0.3253783188
633	0.3253724266
634	0.325355849
635	0.3253275572
636	0.3253045133
637	0.3252889427
638	0.3252620147
639	0.3252390528
640	0.3252043823
641	0.3251920602
642	0.3251626904
643	0.3251478115
644	0.3251318942
645	0.3251201866
646	0.3250736855
647	0.3250672684
648	0.3250460252
649	0.3250366026
650	0.3250174985
651	0.3250095672
652	0.3249772495
653	0.3249623435
654	0.3249347322
655	0.3249129927
656	0.3248976643
657	0.3248817873
658	0.3248785429
659	0.3248604905
660	0.3248465033
661	0.3248274686
662	0.324801978
663	0.3247825466
664	0.3247775725
665	0.3247675606
666	0.3247401833
667	0.3247306173
668	0.3247084738
669	0.3246973477
670	0.3246783287
671	0.3246525765
672	0.324630389
673	0.3246184553
674	0.3246092761
675	0.3245807782
676	0.3245321219
677	0.3245117812
678	0.3245004192
679	0.3244809893
680	0.3244659316
681	0.324450728
682	0.3244180713
683	0.3244032707
684	0.3243853205
685	0.3243297339
686	0.3242930451
687	0.3242546431
688	0.3242526327
689	0.324245563
690	0.3242199572
691	0.324206317
692	0.3241418275
693	0.3241269113
694	0.324099553
695	0.3240881631
696	0.3240723028
697	0.3240344461
698	0.3239972487
699	0.3239931194
700	0.3239839797
701	0.3239556951
702	0.3239341393
703	0.3239130367
704	0.3238929731
705	0.3238555533
706	0.3238344447
707	0.3238115116
708	0.3238002
709	0.3237902411
710	0.3237734579
711	0.3237592932
712	0.3237458724
713	0.3237150294
714	0.3236872083
715	0.3236556092
716	0.3236380407
717	0.3236312552
718	0.3236181441
719	0.3235708503
720	0.3235472077
721	0.3235347526
722	0.3234989523
723	0.3234855278
724	0.3234810162
725	0.3234545789
726	0.3234397833
727	0.3234352419
728	0.3234138525
729	0.3233974426
730	0.3233808154
731	0.3233668615
732	0.3233470056
733	0.3233248836
734	0.3232967541
735	0.3232666868
736	0.3232652509
737	0.3232460166
738	0.3232283501
739	0.3231978916
740	0.3231490524
741	0.3231242286
742	0.3230883692
743	0.3230660041
744	0.3230354285
745	0.3229932012
746	0.3229887712
747	0.322960087
748	0.3229391229
749	0.3229065336
750	0.3228658649
751	0.3228461657
752	0.3228228288
753	0.3228059623
754	0.3227814624
755	0.3227590348
756	0.3227582642
757	0.3227429412
758	0.3227180278
759	0.322682675
760	0.3226763107
761	0.3226526308
762	0.3226151284
763	0.3226030082
764	0.3225800312
765	0.3225475968
766	0.3225455781
767	0.3225285139
768	0.3225005614
769	0.3224722568
770	0.3224605161
771	0.3224350658
772	0.3224202089
773	0.3223773999
774	0.3223648186
775	0.322341454
776	0.3223241553
777	0.3222869032
778	0.3222614541
779	0.3222313035
780	0.3222055023
781	0.3221763627
782	0.3221613437
783	0.3221560303
784	0.3221442601
785	0.3221230757
786	0.3220978997
787	0.3220829629
788	0.3220566595
789	0.3220130242
790	0.3219774183
791	0.3219593054
792	0.3219250355
793	0.3218977583
794	0.3218731117
795	0.3218615905
796	0.3218312015
797	0.3218271933
798	0.3218189904
799	0.3217966393
800	0.3217725738
801	0.3217651307
802	0.3217396983
803	0.3217268113
804	0.3217171855
805	0.3216879572
806	0.3216674997
807	0.3216641272
808	0.3216450753
809	0.3216314636
810	0.3216039786
811	0.3215615799
812	0.3215486271
813	0.3215200638
814	0.3215126225
815	0.3214778385
816	0.3214501186
817	0.3214354378
818	0.3214092989
819	0.3213824332
820	0.321366248
821	0.3213613154
822	0.3213478202
823	0.3213345267
824	0.3213055941
825	0.3212715631
826	0.3212350874
827	0.321209535
828	0.3211954244
829	0.3211833554
830	0.3211523525
831	0.3211393692
832	0.3210811251
833	0.321062376
834	0.3210359849
835	0.3210236876
836	0.3210165174
837	0.3209876271
838	0.320981954
839	0.3209693759
840	0.3209674653
841	0.3209473498
842	0.3209230611
843	0.3209186653
844	0.3208821492
845	0.3208654645
846	0.3208588607
847	0.3208497097
848	0.3208311784
849	0.3208230463
850	0.3208125611
851	0.3207996382
852	0.3207935483
853	0.320788115
854	0.3207821351
855	0.3207737606
856	0.3207638974
857	0.3207556313
858	0.3207433532
859	0.3207266725
860	0.3207057851
861	0.3207040618
862	0.3206776374
863	0.3206767165
864	0.3206547847
865	0.3206418829
866	0.3206381571
867	0.3206376358
868	0.3206346115
869	0.3206149373
870	0.320581134
871	0.3205574117
872	0.3205464414
873	0.3205120612
874	0.3205051079
875	0.3204793539
876	0.3204446699
877	0.3204025479
878	0.3203831437
879	0.3203635058
880	0.3203559587
881	0.3203431284
882	0.320300471
883	0.3202891897
884	0.3202726616
885	0.3202422705
886	0.3202253886
887	0.3202080131
888	0.3202010376
889	0.320183328
890	0.3201586125
891	0.320145837
892	0.3201304223
893	0.320104003
894	0.3200777598
895	0.3200714234
896	0.3200321687
897	0.3199992156
898	0.3199850941
899	0.3199599409
900	0.3199517401
901	0.3199147665
902	0.3198734781
903	0.3198372054
904	0.3198239666
905	0.3198180313
906	0.3198054644
907	0.3197835243
908	0.3197701993
909	0.3197558375
910	0.3197461503
911	0.31972643
912	0.3197094129
913	0.3196983482
914	0.3196838785
915	0.3196581141
916	0.3196488029
917	0.3196356608
918	0.3196071451
919	0.3195803315
920	0.3195557757
921	0.3195447169
922	0.3195174617
923	0.3194862835
924	0.3194569092
925	0.3194416431
926	0.3194271303
927	0.3194153642
928	0.3194073227
929	0.3193912681
930	0.3193787015
931	0.3193578511
932	0.3193441618
933	0.3193030881
934	0.319277219
935	0.3192433241
936	0.3191943595
937	0.319158219
938	0.3191000242
939	0.3190746182
940	0.3190615426
941	0.3190522979
942	0.319029067
943	0.3190119409
944	0.318998827
945	0.3189580519
946	0.3189284665
947	0.3189156267
948	0.3189064094
949	0.318881855
950	0.3188724468
951	0.3188629817
952	0.3188378274
953	0.3188244385
954	0.3188061892
955	0.3188013534
956	0.3187830381
957	0.318753439
958	0.3187381
959	0.3187227265
960	0.3186970908
961	0.3186850409
962	0.3186823954
963	0.3186495111
964	0.3186283107
965	0.318622653
966	0.318598238
967	0.3185719823
968	0.3185432553
969	0.3185381807
970	0.3185220874
971	0.3185101492
972	0.3184998139
973	0.3184876377
974	0.3184533374
975	0.3184481204
976	0.3184281345
977	0.3184151229
978	0.3183895388
979	0.3183781152
980	0.3183541395
981	0.3183451277
982	0.318330336
983	0.3183006536
984	0.3182655851
985	0.3182590311
986	0.3182241585
987	0.3182172153
988	0.3182000146
989	0.3181951779
990	0.3181943337
991	0.3181686407
992	0.3181274516
993	0.3181081928
994	0.3180955336
995	0.3180722968
996	0.3180632844
997	0.318034397
998	0.318000511
999	0.3179947599
